,FILIERE,OUTPUT,CONFIDENCE,INSERTIONSATISFACTION,RELATEDTOFIELD,CONDITIONS,SALAIRE
7973,0.0,13.817,1.0,2.0,2.0,2.0,3.0
7974,2.0,12.079,2.0,1.0,3.0,2.0,2.0
7975,2.0,12.392,1.0,3.0,4.0,1.0,1.0
7976,2.0,12.821,2.0,1.0,2.0,4.0,3.0
7977,0.0,13.571,2.0,1.0,2.0,2.0,2.0
7978,0.0,11.693,2.0,2.0,1.0,1.0,2.0
7979,0.0,13.494,2.0,2.0,3.0,2.0,2.0
7980,1.0,7.312,2.0,1.0,2.0,2.0,1.0
7981,0.0,14.147,5.0,2.0,2.0,2.0,3.0
7982,2.0,8.893,2.0,2.0,4.0,2.0,1.0
7983,2.0,13.124,2.0,1.0,1.0,1.0,1.0
7984,1.0,12.035,2.0,2.0,2.0,1.0,2.0
7985,0.0,12.129,2.0,2.0,2.0,3.0,2.0
7986,0.0,12.869,3.0,1.0,3.0,1.0,1.0
7987,2.0,11.641,2.0,1.0,5.0,1.0,1.0
7988,2.0,12.645,4.0,2.0,1.0,1.0,1.0
7989,2.0,11.806,2.0,1.0,5.0,1.0,1.0
7990,1.0,14.57,2.0,3.0,3.0,1.0,1.0
7991,2.0,11.654,4.0,3.0,2.0,1.0,2.0
7992,0.0,12.534,1.0,1.0,2.0,2.0,1.0
7993,2.0,12.813,2.0,1.0,2.0,4.0,3.0
7994,1.0,13.025,2.0,2.0,2.0,3.0,2.0
7995,0.0,12.568,2.0,2.0,1.0,1.0,3.0
7996,2.0,12.792,2.0,1.0,1.0,1.0,1.0
7997,2.0,11.676,2.0,2.0,2.0,2.0,1.0
7998,2.0,11.371,2.0,2.0,1.0,3.0,2.0
7999,1.0,11.61,1.0,1.0,2.0,1.0,2.0
8000,1.0,12.454,2.0,1.0,2.0,2.0,4.0
8001,0.0,12.618,2.0,1.0,2.0,1.0,2.0
8002,2.0,13.774,2.0,2.0,2.0,1.0,2.0
8003,1.0,13.081,2.0,2.0,2.0,1.0,1.0
8004,2.0,12.3,2.0,2.0,2.0,2.0,1.0
8005,0.0,14.506,1.0,5.0,5.0,2.0,2.0
8006,1.0,12.7,2.0,1.0,5.0,2.0,5.0
8007,2.0,11.979,1.0,2.0,3.0,2.0,2.0
8008,1.0,13.26,2.0,2.0,2.0,1.0,1.0
8009,1.0,11.548,1.0,2.0,1.0,1.0,1.0
8010,1.0,13.557,1.0,2.0,3.0,2.0,1.0
8011,2.0,11.527,2.0,1.0,1.0,3.0,2.0
8012,1.0,12.424,3.0,2.0,3.0,1.0,2.0
8013,2.0,14.787,2.0,2.0,2.0,1.0,2.0
8014,0.0,13.423,2.0,2.0,2.0,1.0,2.0
8015,2.0,12.561,2.0,1.0,2.0,2.0,2.0
8016,0.0,14.153,1.0,2.0,2.0,2.0,3.0
8017,2.0,13.167,2.0,1.0,1.0,1.0,1.0
8018,0.0,12.246,1.0,3.0,2.0,2.0,3.0
8019,0.0,14.269,1.0,2.0,2.0,2.0,2.0
8020,1.0,11.987,2.0,1.0,5.0,2.0,5.0
8021,1.0,11.705,1.0,1.0,2.0,1.0,2.0
8022,0.0,13.373,1.0,2.0,2.0,2.0,1.0
8023,1.0,13.272,2.0,1.0,2.0,1.0,2.0
8024,0.0,12.725,2.0,3.0,2.0,5.0,2.0
8025,1.0,11.987,2.0,2.0,2.0,1.0,1.0
8026,2.0,12.028,1.0,2.0,3.0,3.0,1.0
8027,1.0,13.873,1.0,2.0,2.0,2.0,2.0
8028,0.0,12.13,1.0,1.0,5.0,3.0,3.0
8029,2.0,12.454,2.0,1.0,2.0,1.0,2.0
8030,1.0,13.261,2.0,2.0,2.0,3.0,2.0
8031,1.0,11.161,1.0,2.0,2.0,2.0,2.0
8032,1.0,9.278,2.0,1.0,2.0,5.0,2.0
8033,2.0,11.687,1.0,2.0,2.0,2.0,2.0
8034,0.0,14.06,1.0,2.0,2.0,2.0,2.0
8035,2.0,8.966,2.0,2.0,4.0,2.0,2.0
8036,0.0,13.953,2.0,5.0,5.0,2.0,2.0
8037,2.0,12.572,4.0,2.0,1.0,1.0,1.0
8038,0.0,13.559,2.0,1.0,2.0,1.0,3.0
8039,1.0,12.195,2.0,5.0,2.0,2.0,1.0
8040,1.0,12.408,2.0,1.0,1.0,2.0,1.0
8041,0.0,13.38,1.0,2.0,1.0,2.0,2.0
8042,1.0,14.295,1.0,2.0,2.0,3.0,5.0
8043,1.0,15.484,2.0,1.0,3.0,4.0,2.0
8044,2.0,15.661,2.0,1.0,3.0,4.0,2.0
8045,0.0,12.993,1.0,1.0,2.0,2.0,1.0
8046,1.0,11.667,1.0,1.0,2.0,2.0,3.0
8047,0.0,13.52,2.0,2.0,1.0,1.0,2.0
8048,1.0,12.278,2.0,1.0,2.0,1.0,2.0
8049,0.0,11.907,1.0,2.0,2.0,1.0,2.0
8050,2.0,11.83,2.0,1.0,2.0,2.0,2.0
8051,0.0,13.221,1.0,2.0,3.0,2.0,1.0
8052,0.0,13.576,2.0,2.0,2.0,2.0,1.0
8053,0.0,13.229,2.0,2.0,2.0,1.0,5.0
8054,0.0,13.804,2.0,1.0,2.0,1.0,3.0
8055,2.0,13.353,2.0,1.0,1.0,1.0,1.0
8056,1.0,14.535,2.0,2.0,3.0,1.0,1.0
8057,1.0,11.432,1.0,2.0,1.0,2.0,5.0
8058,0.0,13.31,2.0,2.0,2.0,2.0,1.0
8059,2.0,12.469,2.0,2.0,2.0,3.0,3.0
8060,2.0,11.839,2.0,2.0,2.0,2.0,2.0
8061,1.0,11.103,4.0,4.0,2.0,1.0,2.0
8062,0.0,13.207,2.0,2.0,2.0,3.0,2.0
8063,2.0,13.502,5.0,1.0,5.0,1.0,3.0
8064,1.0,14.189,1.0,2.0,2.0,3.0,5.0
8065,2.0,10.9,2.0,2.0,3.0,2.0,1.0
8066,0.0,15.019,1.0,2.0,2.0,2.0,5.0
8067,1.0,12.53,1.0,2.0,3.0,2.0,2.0
8068,1.0,10.924,2.0,3.0,2.0,2.0,2.0
8069,0.0,12.693,2.0,2.0,2.0,4.0,2.0
8070,2.0,11.675,1.0,2.0,2.0,2.0,2.0
8071,0.0,12.999,2.0,2.0,2.0,1.0,5.0
8072,2.0,14.77,1.0,2.0,2.0,1.0,2.0
8073,0.0,12.511,2.0,1.0,2.0,1.0,2.0
8074,0.0,13.733,2.0,2.0,1.0,1.0,2.0
8075,1.0,14.031,2.0,1.0,2.0,2.0,1.0
8076,0.0,12.274,1.0,2.0,1.0,5.0,3.0
8077,2.0,11.094,4.0,3.0,2.0,1.0,2.0
8078,1.0,12.124,1.0,2.0,2.0,1.0,2.0
8079,2.0,12.104,2.0,2.0,2.0,2.0,1.0
8080,0.0,13.918,2.0,3.0,2.0,2.0,1.0
8081,0.0,12.984,1.0,2.0,2.0,5.0,2.0
8082,2.0,11.849,2.0,2.0,2.0,2.0,2.0
8083,0.0,12.207,1.0,2.0,2.0,4.0,3.0
8084,2.0,9.013,2.0,2.0,4.0,2.0,2.0
8085,1.0,12.831,2.0,2.0,2.0,2.0,2.0
8086,2.0,11.635,3.0,2.0,2.0,2.0,3.0
8087,2.0,12.264,1.0,2.0,2.0,1.0,2.0
8088,2.0,11.999,2.0,1.0,2.0,2.0,3.0
8089,0.0,13.818,1.0,2.0,2.0,2.0,2.0
8090,0.0,12.692,2.0,2.0,1.0,1.0,3.0
8091,0.0,13.746,5.0,2.0,2.0,2.0,3.0
8092,0.0,12.031,2.0,2.0,3.0,1.0,2.0
8093,2.0,11.824,2.0,2.0,1.0,3.0,3.0
8094,1.0,13.62,1.0,1.0,3.0,2.0,2.0
8095,0.0,13.336,4.0,2.0,2.0,1.0,2.0
8096,2.0,12.173,1.0,5.0,3.0,1.0,2.0
8097,2.0,11.915,1.0,1.0,2.0,3.0,2.0
8098,2.0,14.145,2.0,2.0,2.0,1.0,2.0
8099,1.0,9.705,2.0,1.0,2.0,5.0,2.0
8100,0.0,13.111,1.0,2.0,2.0,2.0,2.0
8101,0.0,13.877,2.0,2.0,2.0,2.0,1.0
8102,1.0,12.887,2.0,1.0,2.0,2.0,1.0
8103,1.0,7.174,2.0,1.0,3.0,2.0,1.0
8104,0.0,13.283,2.0,2.0,2.0,2.0,1.0
8105,2.0,11.632,1.0,2.0,2.0,2.0,2.0
8106,2.0,11.53,1.0,1.0,3.0,1.0,2.0
8107,1.0,12.664,2.0,2.0,3.0,1.0,1.0
8108,2.0,12.622,1.0,1.0,2.0,2.0,1.0
8109,1.0,12.49,2.0,2.0,2.0,2.0,1.0
8110,1.0,12.915,2.0,2.0,2.0,3.0,2.0
8111,1.0,12.314,2.0,1.0,2.0,2.0,2.0
8112,0.0,12.063,2.0,2.0,2.0,2.0,1.0
8113,1.0,15.332,2.0,1.0,3.0,4.0,2.0
8114,2.0,11.878,3.0,2.0,2.0,3.0,2.0
8115,2.0,12.12,1.0,3.0,4.0,1.0,1.0
8116,2.0,12.874,2.0,1.0,1.0,1.0,1.0
8117,1.0,13.033,2.0,1.0,2.0,2.0,2.0
8118,2.0,13.692,1.0,1.0,3.0,2.0,2.0
8119,0.0,12.294,2.0,2.0,2.0,2.0,3.0
8120,2.0,14.394,1.0,1.0,3.0,2.0,2.0
8121,2.0,12.412,2.0,1.0,1.0,4.0,3.0
8122,2.0,12.692,2.0,2.0,2.0,3.0,2.0
8123,1.0,13.387,1.0,1.0,2.0,1.0,2.0
8124,1.0,13.23,1.0,2.0,2.0,2.0,2.0
8125,2.0,11.662,1.0,1.0,1.0,2.0,1.0
8126,0.0,13.165,2.0,2.0,2.0,3.0,2.0
8127,1.0,13.92,1.0,2.0,2.0,2.0,2.0
8128,0.0,14.007,3.0,2.0,2.0,1.0,5.0
8129,2.0,12.439,2.0,1.0,2.0,2.0,3.0
8130,1.0,13.918,1.0,1.0,2.0,2.0,2.0
8131,2.0,11.968,1.0,2.0,3.0,3.0,1.0
8132,0.0,13.256,2.0,2.0,2.0,1.0,5.0
8133,2.0,14.275,2.0,2.0,1.0,2.0,2.0
8134,2.0,14.481,1.0,2.0,2.0,1.0,2.0
8135,1.0,12.252,1.0,5.0,2.0,2.0,1.0
8136,0.0,13.485,2.0,2.0,2.0,2.0,1.0
8137,2.0,12.259,4.0,2.0,2.0,1.0,1.0
8138,1.0,11.967,3.0,2.0,2.0,2.0,1.0
8139,1.0,12.493,2.0,5.0,2.0,2.0,1.0
8140,1.0,12.845,2.0,2.0,2.0,3.0,2.0
8141,2.0,11.923,1.0,2.0,3.0,2.0,2.0
8142,2.0,12.96,4.0,2.0,1.0,1.0,1.0
8143,2.0,12.027,1.0,2.0,3.0,4.0,1.0
8144,2.0,11.631,1.0,2.0,3.0,3.0,1.0
8145,1.0,8.57,1.0,2.0,1.0,3.0,2.0
8146,0.0,12.547,2.0,1.0,2.0,1.0,2.0
8147,0.0,13.821,1.0,5.0,5.0,2.0,2.0
8148,1.0,13.427,2.0,1.0,2.0,2.0,2.0
8149,1.0,12.078,2.0,2.0,3.0,1.0,2.0
8150,1.0,8.682,1.0,2.0,1.0,2.0,2.0
8151,0.0,13.213,2.0,2.0,2.0,1.0,5.0
8152,0.0,13.147,2.0,2.0,2.0,2.0,1.0
8153,1.0,11.938,1.0,2.0,4.0,1.0,2.0
8154,0.0,12.244,2.0,1.0,2.0,1.0,2.0
8155,0.0,14.108,2.0,2.0,2.0,3.0,2.0
8156,2.0,7.192,2.0,1.0,2.0,1.0,1.0
8157,0.0,13.215,1.0,2.0,1.0,2.0,2.0
8158,0.0,13.808,1.0,2.0,2.0,1.0,4.0
8159,1.0,14.8,2.0,2.0,3.0,1.0,1.0
8160,0.0,13.39,2.0,2.0,1.0,1.0,5.0
8161,1.0,14.507,1.0,2.0,2.0,3.0,5.0
8162,2.0,11.53,2.0,1.0,5.0,1.0,1.0
8163,0.0,13.576,1.0,2.0,2.0,2.0,4.0
8164,0.0,14.081,1.0,2.0,2.0,2.0,2.0
8165,2.0,11.021,2.0,4.0,1.0,2.0,2.0
8166,0.0,12.493,2.0,1.0,2.0,2.0,2.0
8167,2.0,11.911,1.0,2.0,1.0,2.0,1.0
8168,2.0,11.601,2.0,3.0,2.0,2.0,1.0
8169,0.0,15.295,2.0,1.0,1.0,2.0,3.0
8170,2.0,14.252,1.0,2.0,2.0,1.0,2.0
8171,2.0,14.01,2.0,2.0,2.0,1.0,2.0
8172,1.0,13.352,1.0,1.0,2.0,2.0,2.0
8173,2.0,10.965,1.0,2.0,2.0,3.0,2.0
8174,1.0,11.83,1.0,2.0,2.0,1.0,2.0
8175,1.0,14.028,2.0,2.0,1.0,2.0,1.0
8176,1.0,12.323,1.0,1.0,2.0,2.0,1.0
8177,1.0,13.281,5.0,1.0,4.0,1.0,3.0
8178,0.0,12.642,2.0,1.0,2.0,1.0,2.0
8179,2.0,10.737,1.0,2.0,2.0,3.0,2.0
8180,0.0,12.85,2.0,1.0,2.0,1.0,2.0
8181,2.0,11.964,2.0,2.0,2.0,2.0,1.0
8182,1.0,12.615,2.0,1.0,2.0,2.0,2.0
8183,0.0,14.09,1.0,2.0,2.0,2.0,3.0
8184,1.0,11.357,1.0,2.0,2.0,1.0,2.0
8185,0.0,13.37,2.0,2.0,2.0,1.0,1.0
8186,0.0,12.407,2.0,2.0,2.0,3.0,2.0
8187,2.0,12.369,2.0,2.0,2.0,3.0,3.0
8188,0.0,11.888,2.0,2.0,1.0,1.0,2.0
8189,1.0,14.493,2.0,2.0,1.0,2.0,1.0
8190,1.0,11.374,1.0,2.0,5.0,2.0,2.0
8191,0.0,11.918,2.0,1.0,2.0,3.0,2.0
8192,2.0,13.162,2.0,1.0,1.0,1.0,1.0
8193,0.0,13.697,2.0,2.0,3.0,2.0,2.0
8194,2.0,13.934,1.0,3.0,3.0,2.0,1.0
8195,1.0,11.379,1.0,1.0,2.0,1.0,2.0
8196,2.0,11.652,2.0,1.0,5.0,1.0,2.0
8197,2.0,11.55,1.0,2.0,1.0,2.0,2.0
8198,0.0,13.558,4.0,2.0,2.0,1.0,2.0
8199,0.0,12.201,1.0,1.0,5.0,3.0,3.0
8200,0.0,12.437,1.0,1.0,5.0,3.0,3.0
8201,2.0,12.041,1.0,2.0,3.0,3.0,2.0
8202,1.0,12.248,2.0,2.0,2.0,2.0,1.0
8203,2.0,12.093,1.0,5.0,3.0,1.0,2.0
8204,2.0,14.925,2.0,2.0,2.0,1.0,2.0
8205,1.0,11.571,2.0,1.0,2.0,1.0,1.0
8206,1.0,13.53,1.0,2.0,3.0,2.0,1.0
8207,2.0,11.101,2.0,2.0,1.0,3.0,2.0
8208,0.0,12.75,2.0,2.0,2.0,5.0,2.0
8209,1.0,11.926,2.0,1.0,2.0,1.0,2.0
8210,1.0,10.689,4.0,3.0,1.0,1.0,2.0
8211,0.0,13.874,4.0,2.0,2.0,1.0,2.0
8212,2.0,12.129,1.0,2.0,2.0,1.0,2.0
8213,1.0,12.95,2.0,2.0,2.0,3.0,2.0
8214,0.0,14.201,2.0,2.0,2.0,3.0,1.0
8215,1.0,14.461,1.0,2.0,2.0,3.0,5.0
8216,1.0,9.621,2.0,1.0,2.0,5.0,2.0
8217,0.0,13.119,2.0,1.0,2.0,1.0,3.0
8218,2.0,12.339,1.0,4.0,3.0,1.0,2.0
8219,0.0,15.315,2.0,1.0,1.0,2.0,3.0
8220,2.0,11.956,1.0,3.0,4.0,1.0,1.0
8221,0.0,13.499,1.0,1.0,2.0,2.0,1.0
8222,2.0,11.91,4.0,3.0,2.0,1.0,2.0
8223,2.0,14.478,2.0,2.0,2.0,1.0,2.0
8224,2.0,11.989,2.0,1.0,2.0,2.0,2.0
8225,1.0,7.083,1.0,1.0,3.0,2.0,1.0
8226,1.0,13.379,1.0,2.0,3.0,2.0,1.0
8227,1.0,12.049,2.0,2.0,2.0,2.0,1.0
8228,0.0,13.344,2.0,3.0,1.0,2.0,2.0
8229,1.0,14.254,1.0,2.0,2.0,3.0,5.0
8230,2.0,11.881,2.0,2.0,3.0,3.0,1.0
8231,1.0,8.375,1.0,2.0,1.0,2.0,2.0
8232,0.0,15.366,1.0,2.0,2.0,2.0,5.0
8233,2.0,14.455,2.0,2.0,2.0,1.0,2.0
8234,0.0,12.529,2.0,2.0,2.0,3.0,2.0
8235,2.0,12.68,3.0,2.0,2.0,3.0,2.0
8236,0.0,12.707,1.0,2.0,2.0,1.0,4.0
8237,0.0,15.047,2.0,1.0,1.0,2.0,3.0
8238,0.0,14.854,1.0,2.0,2.0,2.0,5.0
8239,2.0,11.013,2.0,1.0,2.0,2.0,2.0
8240,0.0,13.624,1.0,2.0,3.0,2.0,1.0
8241,1.0,12.54,2.0,1.0,1.0,2.0,1.0
8242,0.0,13.914,1.0,2.0,2.0,2.0,2.0
8243,2.0,11.972,1.0,2.0,3.0,3.0,1.0
8244,2.0,11.42,2.0,1.0,5.0,1.0,1.0
8245,0.0,11.959,2.0,2.0,1.0,1.0,2.0
8246,0.0,12.473,2.0,1.0,2.0,1.0,2.0
8247,0.0,11.721,1.0,3.0,1.0,1.0,2.0
8248,1.0,11.397,2.0,2.0,1.0,1.0,2.0
8249,0.0,13.417,2.0,2.0,3.0,2.0,1.0
8250,1.0,11.506,4.0,3.0,1.0,1.0,2.0
8251,0.0,12.804,1.0,1.0,2.0,2.0,1.0
8252,1.0,11.596,2.0,2.0,1.0,1.0,2.0
8253,2.0,11.771,1.0,2.0,1.0,2.0,1.0
8254,0.0,12.103,2.0,2.0,2.0,5.0,2.0
8255,1.0,14.257,1.0,2.0,2.0,1.0,3.0
8256,1.0,12.585,2.0,1.0,2.0,1.0,1.0
8257,1.0,14.935,2.0,2.0,2.0,3.0,2.0
8258,0.0,15.623,2.0,2.0,2.0,2.0,2.0
8259,1.0,12.144,2.0,2.0,3.0,1.0,2.0
8260,1.0,13.206,5.0,1.0,5.0,1.0,3.0
8261,0.0,13.983,1.0,2.0,3.0,2.0,2.0
8262,2.0,14.626,1.0,2.0,1.0,1.0,2.0
8263,0.0,12.67,2.0,2.0,2.0,1.0,5.0
8264,0.0,13.709,2.0,2.0,2.0,2.0,1.0
8265,1.0,14.909,2.0,2.0,2.0,3.0,2.0
8266,2.0,12.017,1.0,4.0,3.0,1.0,2.0
8267,0.0,13.026,2.0,1.0,1.0,2.0,1.0
8268,0.0,12.08,2.0,1.0,2.0,3.0,2.0
8269,1.0,11.859,2.0,1.0,2.0,1.0,2.0
8270,2.0,12.346,1.0,2.0,2.0,1.0,2.0
8271,1.0,11.764,3.0,2.0,2.0,1.0,1.0
8272,1.0,11.646,2.0,2.0,2.0,1.0,2.0
8273,2.0,13.77,2.0,2.0,1.0,2.0,1.0
8274,1.0,12.091,1.0,2.0,5.0,1.0,1.0
8275,1.0,15.145,2.0,2.0,2.0,3.0,2.0
8276,0.0,13.192,1.0,2.0,2.0,5.0,1.0
8277,1.0,12.992,2.0,1.0,2.0,2.0,2.0
8278,1.0,11.459,1.0,2.0,3.0,1.0,2.0
8279,1.0,12.138,2.0,2.0,2.0,1.0,2.0
8280,2.0,8.701,2.0,2.0,4.0,2.0,2.0
8281,1.0,13.33,1.0,2.0,2.0,5.0,2.0
8282,2.0,11.255,4.0,3.0,2.0,1.0,2.0
8283,1.0,9.222,2.0,1.0,2.0,5.0,2.0
8284,0.0,13.712,2.0,2.0,2.0,2.0,1.0
8285,2.0,11.811,2.0,2.0,2.0,2.0,2.0
8286,0.0,14.106,2.0,2.0,2.0,3.0,2.0
8287,2.0,11.992,2.0,1.0,2.0,2.0,2.0
8288,0.0,12.33,2.0,2.0,2.0,3.0,2.0
8289,2.0,12.131,1.0,2.0,2.0,3.0,1.0
8290,2.0,14.074,1.0,1.0,3.0,2.0,2.0
8291,1.0,14.709,2.0,2.0,3.0,1.0,1.0
8292,1.0,11.698,2.0,1.0,2.0,1.0,1.0
8293,0.0,12.226,2.0,2.0,2.0,2.0,2.0
8294,1.0,11.878,1.0,2.0,5.0,1.0,1.0
8295,2.0,12.553,1.0,4.0,3.0,1.0,2.0
8296,1.0,12.889,2.0,1.0,2.0,2.0,2.0
8297,0.0,12.784,1.0,1.0,2.0,3.0,2.0
8298,2.0,12.625,4.0,2.0,1.0,1.0,1.0
8299,2.0,12.282,1.0,1.0,2.0,2.0,2.0
8300,1.0,11.945,2.0,5.0,2.0,2.0,1.0
8301,1.0,11.616,3.0,2.0,2.0,2.0,3.0
8302,0.0,12.469,2.0,2.0,2.0,5.0,1.0
8303,2.0,14.553,1.0,2.0,2.0,1.0,2.0
8304,2.0,14.469,2.0,2.0,1.0,2.0,2.0
8305,2.0,11.534,1.0,2.0,1.0,2.0,1.0
8306,1.0,11.586,2.0,2.0,1.0,1.0,2.0
8307,2.0,11.741,1.0,2.0,2.0,2.0,2.0
8308,0.0,13.338,2.0,1.0,2.0,2.0,2.0
8309,1.0,11.728,1.0,2.0,2.0,2.0,2.0
8310,1.0,12.256,3.0,2.0,2.0,2.0,1.0
8311,1.0,14.066,1.0,2.0,2.0,2.0,2.0
8312,1.0,10.925,4.0,3.0,1.0,1.0,2.0
8313,1.0,14.917,2.0,1.0,4.0,4.0,2.0
8314,0.0,13.313,2.0,1.0,2.0,2.0,2.0
8315,1.0,11.763,1.0,1.0,2.0,1.0,2.0
8316,0.0,13.745,2.0,2.0,3.0,3.0,2.0
8317,1.0,12.147,2.0,2.0,3.0,1.0,2.0
8318,1.0,8.496,1.0,2.0,1.0,2.0,2.0
8319,2.0,12.956,2.0,1.0,2.0,4.0,3.0
8320,2.0,11.913,1.0,2.0,3.0,3.0,1.0
8321,0.0,13.563,2.0,3.0,2.0,2.0,2.0
8322,2.0,11.389,1.0,2.0,1.0,2.0,1.0
8323,0.0,12.91,2.0,1.0,2.0,1.0,2.0
8324,2.0,14.058,1.0,1.0,3.0,2.0,2.0
8325,0.0,15.015,2.0,1.0,1.0,2.0,3.0
8326,2.0,12.644,2.0,2.0,2.0,3.0,3.0
8327,1.0,12.468,2.0,1.0,2.0,2.0,4.0
8328,1.0,11.903,1.0,1.0,2.0,1.0,2.0
8329,0.0,13.387,2.0,2.0,2.0,2.0,1.0
8330,0.0,12.503,1.0,3.0,2.0,1.0,3.0
8331,2.0,11.962,1.0,3.0,4.0,1.0,1.0
8332,0.0,13.45,2.0,2.0,2.0,2.0,1.0
8333,1.0,12.665,2.0,1.0,2.0,2.0,4.0
8334,1.0,11.602,1.0,2.0,2.0,1.0,2.0
8335,1.0,12.072,2.0,2.0,2.0,1.0,2.0
8336,1.0,6.852,2.0,1.0,2.0,2.0,1.0
8337,0.0,13.158,2.0,3.0,1.0,2.0,2.0
8338,1.0,13.489,2.0,2.0,2.0,2.0,1.0
8339,2.0,8.622,2.0,2.0,4.0,2.0,2.0
8340,1.0,11.442,2.0,3.0,2.0,2.0,2.0
8341,1.0,12.518,2.0,2.0,2.0,3.0,3.0
8342,0.0,12.792,1.0,2.0,2.0,1.0,5.0
8343,2.0,13.947,2.0,2.0,2.0,1.0,2.0
8344,1.0,11.6,1.0,3.0,5.0,1.0,1.0
8345,1.0,14.537,1.0,2.0,2.0,3.0,5.0
8346,0.0,13.396,2.0,2.0,2.0,2.0,1.0
8347,0.0,12.172,2.0,1.0,3.0,1.0,2.0
8348,0.0,13.238,2.0,1.0,2.0,2.0,2.0
8349,2.0,12.251,2.0,2.0,2.0,3.0,3.0
8350,0.0,12.465,1.0,1.0,3.0,3.0,2.0
8351,1.0,11.2,4.0,4.0,2.0,1.0,2.0
8352,1.0,9.148,2.0,1.0,2.0,5.0,2.0
8353,1.0,11.287,4.0,4.0,2.0,1.0,2.0
8354,0.0,14.276,1.0,2.0,2.0,2.0,2.0
8355,2.0,13.854,2.0,2.0,1.0,2.0,2.0
8356,2.0,13.547,2.0,2.0,1.0,2.0,2.0
8357,2.0,10.65,2.0,2.0,3.0,2.0,1.0
8358,1.0,12.673,2.0,1.0,2.0,2.0,1.0
8359,1.0,11.49,1.0,1.0,2.0,2.0,2.0
8360,2.0,8.935,2.0,2.0,3.0,2.0,2.0
8361,0.0,13.347,1.0,2.0,1.0,2.0,2.0
8362,2.0,11.589,2.0,2.0,1.0,3.0,2.0
8363,2.0,11.368,2.0,1.0,1.0,3.0,2.0
8364,1.0,11.911,1.0,2.0,5.0,1.0,3.0
8365,1.0,13.099,2.0,1.0,2.0,1.0,2.0
8366,0.0,14.968,3.0,1.0,1.0,2.0,3.0
8367,0.0,11.918,2.0,2.0,3.0,1.0,2.0
8368,1.0,15.338,2.0,1.0,3.0,4.0,2.0
8369,0.0,13.759,2.0,2.0,1.0,1.0,2.0
8370,2.0,12.488,1.0,2.0,2.0,1.0,2.0
8371,2.0,14.079,2.0,2.0,2.0,1.0,2.0
8372,0.0,11.89,2.0,1.0,2.0,1.0,2.0
8373,0.0,12.673,1.0,3.0,2.0,2.0,3.0
8374,2.0,12.282,1.0,1.0,2.0,2.0,1.0
8375,0.0,12.271,1.0,1.0,2.0,2.0,1.0
8376,2.0,10.868,2.0,3.0,1.0,2.0,2.0
8377,0.0,12.273,2.0,2.0,3.0,1.0,2.0
8378,0.0,12.459,1.0,2.0,2.0,1.0,4.0
8379,0.0,13.439,2.0,2.0,2.0,2.0,1.0
8380,1.0,12.337,2.0,2.0,2.0,2.0,1.0
8381,2.0,11.697,2.0,2.0,3.0,3.0,1.0
8382,2.0,12.127,4.0,5.0,4.0,5.0,4.0
8383,2.0,11.646,1.0,2.0,3.0,2.0,1.0
8384,1.0,9.104,2.0,1.0,2.0,5.0,2.0
8385,1.0,13.922,1.0,2.0,2.0,2.0,2.0
8386,0.0,15.778,2.0,2.0,2.0,2.0,2.0
8387,1.0,14.242,2.0,2.0,1.0,2.0,2.0
8388,2.0,10.697,1.0,2.0,2.0,3.0,2.0
8389,0.0,15.736,2.0,2.0,2.0,2.0,2.0
8390,1.0,12.44,2.0,1.0,2.0,2.0,4.0
8391,0.0,12.209,2.0,2.0,2.0,2.0,1.0
8392,1.0,11.9,1.0,2.0,2.0,1.0,2.0
8393,2.0,11.786,2.0,2.0,3.0,3.0,1.0
8394,2.0,10.622,1.0,2.0,2.0,3.0,2.0
8395,2.0,10.684,1.0,2.0,2.0,3.0,2.0
8396,2.0,10.472,1.0,2.0,2.0,3.0,2.0
8397,2.0,11.706,2.0,2.0,3.0,3.0,1.0
8398,1.0,11.331,4.0,4.0,2.0,1.0,2.0
8399,2.0,11.191,4.0,3.0,1.0,1.0,2.0
8400,2.0,12.432,2.0,2.0,2.0,3.0,3.0
8401,1.0,13.567,5.0,1.0,5.0,1.0,3.0
8402,2.0,11.757,1.0,2.0,2.0,2.0,2.0
8403,2.0,11.466,2.0,1.0,5.0,1.0,1.0
8404,2.0,12.498,1.0,1.0,3.0,2.0,1.0
8405,2.0,12.396,1.0,3.0,3.0,1.0,2.0
8406,2.0,11.541,1.0,2.0,2.0,2.0,2.0
8407,0.0,12.582,1.0,1.0,2.0,3.0,2.0
8408,0.0,12.778,1.0,2.0,2.0,1.0,4.0
8409,2.0,12.257,2.0,2.0,2.0,2.0,2.0
8410,0.0,11.375,3.0,2.0,2.0,2.0,3.0
8411,2.0,14.507,2.0,2.0,2.0,1.0,2.0
8412,1.0,14.828,2.0,2.0,3.0,1.0,1.0
8413,2.0,12.806,4.0,5.0,4.0,4.0,4.0
8414,0.0,13.072,1.0,2.0,2.0,1.0,4.0
8415,2.0,12.068,3.0,2.0,2.0,2.0,2.0
8416,0.0,13.117,1.0,2.0,2.0,2.0,3.0
8417,1.0,12.274,2.0,1.0,2.0,2.0,2.0
8418,0.0,14.974,2.0,1.0,1.0,2.0,3.0
8419,0.0,13.836,5.0,2.0,2.0,2.0,3.0
8420,1.0,9.41,2.0,1.0,2.0,5.0,2.0
8421,0.0,13.335,2.0,2.0,2.0,2.0,1.0
